,x,y
0,-20.0,900.0
1,-19.495798319327733,870.0021184944567
2,-18.991596638655462,840.5126756584987
3,-18.48739495798319,811.5316714921262
4,-17.983193277310924,783.0591059953393
5,-17.478991596638657,755.0949791681379
6,-16.974789915966387,727.6392910105219
7,-16.470588235294116,700.6920415224913
8,-15.966386554621849,674.2532307040464
9,-15.46218487394958,648.3228585551868
10,-14.957983193277311,622.9009250759127
11,-14.453781512605042,597.987430266224
12,-13.949579831932773,573.5823741261211
13,-13.445378151260504,549.6857566556035
14,-12.941176470588236,526.2975778546713
15,-12.436974789915967,503.41783772332457
16,-11.932773109243698,481.04653626156346
17,-11.428571428571429,459.1836734693878
18,-10.92436974789916,437.82924934679755
19,-10.420168067226891,416.98326389379275
20,-9.915966386554622,396.6457171103736
21,-9.411764705882353,376.81660899653986
22,-8.907563025210084,357.49593955229153
23,-8.403361344537815,338.6837087776286
24,-7.899159663865547,320.37991667255136
25,-7.394957983193278,302.5845632370596
26,-6.890756302521009,285.2976484711532
27,-6.38655462184874,268.51917237483224
28,-5.882352941176471,252.2491349480969
29,-5.378151260504202,236.48753619094697
30,-4.873949579831933,221.23437610338254
31,-4.369747899159664,206.4896546854036
32,-3.8655462184873954,192.25337193701012
33,-3.3613445378151283,178.52552785820217
34,-2.8571428571428577,165.3061224489796
35,-2.352941176470587,152.59515570934252
36,-1.8487394957983199,140.39262763929102
37,-1.3445378151260527,128.698538238825
38,-0.8403361344537821,117.51288750794437
39,-0.3361344537815114,106.83567544664922
40,0.1680672268907557,96.66690205493964
41,0.6722689075630228,87.00656733281552
42,1.1764705882352935,77.85467128027683
43,1.6806722689075642,69.21121389732362
44,2.1848739495798313,61.076195183955946
45,2.6890756302520984,53.449615140173755
46,3.193277310924369,46.33147376597699
47,3.6974789915966397,39.72177106136571
48,4.201680672268907,33.62050702633996
49,4.705882352941174,28.02768166089968
50,5.210084033613445,22.94329496504485
51,5.714285714285715,18.3673469387755
52,6.218487394957982,14.299837582091666
53,6.7226890756302495,10.740766894993309
54,7.22689075630252,7.690134877480409
55,7.731092436974791,5.147941529552994
56,8.235294117647058,3.1141868512110755
57,8.739495798319325,1.5888708424546356
58,9.243697478991596,0.5719935032836677
59,9.747899159663866,0.06355483369818471
60,10.252100840336134,0.06355483369818471
61,10.7563025210084,0.5719935032836624
62,11.260504201680671,1.5888708424546265
63,11.764705882352942,3.1141868512110755
64,12.26890756302521,5.147941529552994
65,12.773109243697476,7.690134877480388
66,13.277310924369743,10.740766894993262
67,13.781512605042018,14.299837582091666
68,14.285714285714285,18.3673469387755
69,14.789915966386552,22.943294965044814
70,15.294117647058826,28.02768166089968
71,15.798319327731093,33.62050702633996
72,16.30252100840336,39.72177106136571
73,16.806722689075627,46.33147376597694
74,17.310924369747895,53.44961514017365
75,17.81512605042017,61.076195183955946
76,18.319327731092436,69.21121389732362
77,18.823529411764703,77.85467128027676
78,19.327731092436977,87.00656733281552
79,19.831932773109244,96.66690205493964
80,20.33613445378151,106.83567544664922
81,20.84033613445378,117.51288750794428
82,21.344537815126046,128.69853823882482
83,21.84873949579832,140.39262763929102
84,22.352941176470587,152.59515570934252
85,22.857142857142854,165.30612244897952
86,23.36134453781513,178.52552785820217
87,23.865546218487395,192.25337193701012
88,24.369747899159663,206.48965468540354
89,24.87394957983193,221.23437610338243
90,25.378151260504197,236.48753619094683
91,25.88235294117647,252.2491349480969
92,26.386554621848738,268.51917237483224
93,26.890756302521005,285.2976484711531
94,27.39495798319328,302.5845632370596
95,27.899159663865547,320.37991667255136
96,28.403361344537814,338.6837087776286
97,28.90756302521008,357.49593955229136
98,29.411764705882348,376.81660899653957
99,29.915966386554622,396.6457171103736
100,30.42016806722689,416.98326389379275
101,30.924369747899156,437.8292493467974
102,31.42857142857143,459.1836734693878
103,31.932773109243698,481.04653626156346
104,32.436974789915965,503.41783772332457
105,32.94117647058823,526.2975778546711
106,33.4453781512605,549.6857566556032
107,33.94957983193277,573.5823741261211
108,34.45378151260504,597.987430266224
109,34.95798319327731,622.9009250759126
110,35.46218487394958,648.3228585551868
111,35.96638655462185,674.2532307040464
112,36.470588235294116,700.6920415224913
113,36.97478991596638,727.6392910105217
114,37.47899159663865,755.0949791681376
115,37.983193277310924,783.0591059953393
116,38.48739495798319,811.5316714921262
117,38.99159663865546,840.5126756584984
118,39.49579831932773,870.0021184944567
119,40.0,900.0
