,x,y
0,-30.0,0.0
1,-29.993999399939995,0.0
2,-29.98799879987999,0.0
3,-29.981998199819984,0.0
4,-29.975997599759975,0.0
5,-29.96999699969997,0.0
6,-29.963996399639964,0.0
7,-29.957995799579958,0.0
8,-29.951995199519953,0.0
9,-29.945994599459947,0.0
10,-29.939993999399938,0.0
11,-29.933993399339933,0.0
12,-29.927992799279927,0.0
13,-29.921992199219922,0.0
14,-29.915991599159916,0.0
15,-29.90999099909991,0.0
16,-29.903990399039905,0.0
17,-29.897989798979896,0.0
18,-29.89198919891989,0.0
19,-29.885988598859885,0.0
20,-29.87998799879988,0.0
21,-29.873987398739875,0.0
22,-29.86798679867987,0.0
23,-29.861986198619864,0.0
24,-29.855985598559855,0.0
25,-29.84998499849985,0.0
26,-29.843984398439844,0.0
27,-29.837983798379838,0.0
28,-29.831983198319833,0.0
29,-29.825982598259827,0.0
30,-29.81998199819982,0.0
31,-29.813981398139813,0.0
32,-29.807980798079807,0.0
33,-29.801980198019802,0.0
34,-29.795979597959796,0.0
35,-29.78997899789979,0.0
36,-29.783978397839785,0.0
37,-29.777977797779776,0.0
38,-29.77197719771977,0.0
39,-29.765976597659765,0.0
40,-29.75997599759976,0.0
41,-29.753975397539755,0.0
42,-29.74797479747975,0.0
43,-29.741974197419744,0.0
44,-29.735973597359735,0.0
45,-29.72997299729973,0.0
46,-29.723972397239724,0.0
47,-29.717971797179718,0.0
48,-29.711971197119713,0.0
49,-29.705970597059707,0.0
50,-29.699969996999698,0.0
51,-29.693969396939693,0.0
52,-29.687968796879687,0.0
53,-29.681968196819682,0.0
54,-29.675967596759676,0.0
55,-29.66996699669967,0.0
56,-29.663966396639665,0.0
57,-29.657965796579656,0.0
58,-29.65196519651965,0.0
59,-29.645964596459645,0.0
60,-29.63996399639964,0.0
61,-29.633963396339634,0.0
62,-29.62796279627963,0.0
63,-29.621962196219624,0.0
64,-29.615961596159615,0.0
65,-29.60996099609961,0.0
66,-29.603960396039604,0.0
67,-29.597959795979598,0.0
68,-29.591959195919593,0.0
69,-29.585958595859587,0.0
70,-29.57995799579958,0.0
71,-29.573957395739573,0.0
72,-29.567956795679567,0.0
73,-29.561956195619562,0.0
74,-29.555955595559556,0.0
75,-29.54995499549955,0.0
76,-29.543954395439545,0.0
77,-29.537953795379536,0.0
78,-29.53195319531953,0.0
79,-29.525952595259525,0.0
80,-29.51995199519952,0.0
81,-29.513951395139514,0.0
82,-29.50795079507951,0.0
83,-29.501950195019504,0.0
84,-29.495949594959495,0.0
85,-29.48994899489949,0.0
86,-29.483948394839484,0.0
87,-29.477947794779478,0.0
88,-29.471947194719473,0.0
89,-29.465946594659467,0.0
90,-29.459945994599458,0.0
