,x,y
0,-10.0,
1,-9.959919839679358,
2,-9.919839679358718,
3,-9.879759519038076,
4,-9.839679358717435,
5,-9.799599198396793,
6,-9.759519038076153,
7,-9.719438877755511,
8,-9.67935871743487,
9,-9.639278557114228,
10,-9.599198396793588,
11,-9.559118236472946,
12,-9.519038076152304,
13,-9.478957915831664,
14,-9.438877755511022,
15,-9.39879759519038,
16,-9.358717434869739,
17,-9.318637274549099,
18,-9.278557114228457,
19,-9.238476953907815,
20,-9.198396793587175,
21,-9.158316633266534,
22,-9.118236472945892,
23,-9.07815631262525,
24,-9.03807615230461,
25,-8.997995991983968,
26,-8.957915831663327,
27,-8.917835671342685,
28,-8.877755511022045,
29,-8.837675350701403,
30,-8.797595190380761,
31,-8.75751503006012,
32,-8.71743486973948,
33,-8.677354709418838,
34,-8.637274549098196,
35,-8.597194388777556,
36,-8.557114228456914,
37,-8.517034068136272,
38,-8.47695390781563,
39,-8.43687374749499,
40,-8.396793587174349,
41,-8.356713426853707,
42,-8.316633266533067,
43,-8.276553106212425,
44,-8.236472945891784,
45,-8.196392785571142,
46,-8.156312625250502,
47,-8.11623246492986,
48,-8.076152304609218,
49,-8.036072144288577,
50,-7.9959919839679365,
51,-7.955911823647295,
52,-7.915831663326653,
53,-7.875751503006012,
54,-7.835671342685371,
55,-7.7955911823647295,
56,-7.755511022044088,
57,-7.715430861723447,
58,-7.675350701402806,
59,-7.635270541082164,
60,-7.595190380761523,
61,-7.555110220440882,
62,-7.515030060120241,
63,-7.474949899799599,
64,-7.434869739478958,
65,-7.394789579158317,
66,-7.354709418837675,
67,-7.314629258517034,
68,-7.274549098196393,
69,-7.234468937875752,
70,-7.19438877755511,
71,-7.154308617234469,
72,-7.114228456913828,
73,-7.074148296593187,
74,-7.034068136272545,
75,-6.993987975951904,
76,-6.953907815631263,
77,-6.913827655310621,
78,-6.8737474949899795,
79,-6.833667334669339,
80,-6.793587174348698,
81,-6.753507014028056,
82,-6.713426853707415,
