,x,y
0,-8.0,-9.99609375
1,-7.899280575539568,-9.995811296664403
2,-7.798561151079137,-9.995508419677787
3,-7.697841726618705,-9.995183642245694
4,-7.597122302158273,-9.99483538078953
5,-7.496402877697841,-9.99446193722522
6,-7.39568345323741,-9.994061490683528
7,-7.294964028776978,-9.99363208863171
8,-7.194244604316546,-9.993171637353178
9,-7.093525179856115,-9.992677891738774
10,-6.9928057553956835,-9.992148444339865
11,-6.892086330935252,-9.99158071362989
12,-6.7913669064748206,-9.990971931417132
13,-6.690647482014389,-9.990319129347311
14,-6.589928057553957,-9.989619124430233
15,-6.489208633093526,-9.98886850351987
16,-6.388489208633094,-9.988063606672252
17,-6.287769784172662,-9.987200509299983
18,-6.18705035971223,-9.986275003036386
19,-6.086330935251799,-9.985282575215987
20,-5.985611510791367,-9.984218386871243
21,-5.884892086330935,-9.983077249138296
22,-5.784172661870503,-9.981853597956631
23,-5.683453237410072,-9.980541466939352
24,-5.58273381294964,-9.979134458281735
25,-5.482014388489208,-9.977625711566247
26,-5.381294964028777,-9.976007870311914
27,-5.280575539568345,-9.97427304610494
28,-5.179856115107913,-9.972412780135679
29,-5.079136690647482,-9.970418001954421
30,-4.9784172661870505,-9.968278985244888
31,-4.877697841726619,-9.9659853003998
32,-4.7769784172661875,-9.963525763667274
33,-4.676258992805756,-9.960888382620093
34,-4.575539568345324,-9.958060297681962
35,-4.474820143884893,-9.955027719425654
36,-4.37410071942446,-9.951775861337294
37,-4.273381294964029,-9.948288867718963
38,-4.172661870503598,-9.944549736378084
39,-4.071942446043165,-9.940540235726623
40,-3.971223021582734,-9.936240815885888
41,-3.870503597122302,-9.931630513363517
42,-3.76978417266187,-9.926686848837802
43,-3.669064748201439,-9.921385717551034
44,-3.568345323741007,-9.915701271777385
45,-3.4676258992805753,-9.909605794792267
46,-3.3669064748201443,-9.903069565728684
47,-3.2661870503597124,-9.896060714661584
48,-3.1654676258992804,-9.888545067213656
49,-3.0647482014388494,-9.880485977924872
50,-2.9640287769784175,-9.871844151573306
51,-2.8633093525179856,-9.862577451576003
52,-2.7625899280575537,-9.852640694535701
53,-2.6618705035971226,-9.841985429931606
54,-2.5611510791366907,-9.830559703880063
55,-2.460431654676259,-9.81830780581319
56,-2.3597122302158278,-9.80516999684036
57,-2.258992805755396,-9.791082218468025
58,-2.158273381294964,-9.775975780257628
59,-2.057553956834533,-9.75977702489868
60,-1.956834532374101,-9.742406969063916
61,-1.856115107913669,-9.723780918295379
62,-1.7553956834532372,-9.703808054043684
63,-1.6546762589928061,-9.68239099084688
64,-1.5539568345323742,-9.659425301489785
65,-1.4532374100719423,-9.634799007828507
66,-1.3525179856115113,-9.608392034797493
67,-1.2517985611510793,-9.580075624936873
68,-1.1510791366906474,-9.54971171058543
69,-1.0503597122302155,-9.517152240678053
70,-0.9496402877697845,-9.482238458865234
71,-0.8489208633093526,-9.444800129434789
72,-0.7482014388489207,-9.404654707261473
73,-0.6474820143884896,-9.361606447737291
74,-0.5467625899280577,-9.315445452342573
75,-0.4460431654676258,-9.265946645204176
76,-0.34532374100719476,-9.212868675650586
77,-0.24460431654676285,-9.155952741412925
78,-0.14388489208633093,-9.094921326733898
79,-0.04316546762589901,-9.029476849231875
80,0.057553956834532016,-8.959300208922327
81,0.15827338129496304,-8.884049232321845
82,0.25899280575539585,-8.803357004048328
83,0.3597122302158269,-8.71683007778245
84,0.4604316546762597,-8.624046557867215
85,0.5611510791366907,-8.524554042191713
86,0.6618705035971217,-8.417867416328807
87,0.7625899280575545,-8.303466488171209
88,0.8633093525179856,-8.180793451532697
89,0.9640287769784166,-8.049250166347257
90,1.0647482014388494,-7.908195242204734
91,1.1654676258992804,-7.756940911002623
92,1.2661870503597115,-7.594749673465377
93,1.3669064748201443,-7.420830703180069
94,1.4676258992805753,-7.234335990614884
95,1.5683453237410063,-7.034356208319046
96,1.6690647482014391,-6.8199162771434505
97,1.7697841726618702,-6.589970611863315
98,1.8705035971223012,-6.343398023021043
99,1.971223021582734,-6.078996250131296
100,2.071942446043165,-5.795476099592751
101,2.172661870503598,-5.49145515872364
102,2.273381294964029,-5.165451055271492
103,2.37410071942446,-4.815874229531071
104,2.4748201438848927,-4.441020183828272
105,2.5755395683453237,-4.039061171579299
106,2.6762589928057547,-3.6080372854018146
107,2.7769784172661875,-3.1458469008248144
108,2.8776978417266186,-2.6502364290017617
109,2.9784172661870496,-2.1187893284622854
110,3.0791366906474824,-1.5489143223250874
111,3.1798561151079134,-0.9378327635204666
112,3.2805755395683445,-0.2825650864165663
113,3.3812949640287773,0.4200837212108173
114,3.4820143884892083,1.1735396967020062
115,3.5827338129496393,1.9814766074900767
116,3.683453237410072,2.847833863981723
117,3.784172661870503,3.776835727683661
118,3.884892086330934,4.77301190823143
119,3.985611510791367,5.841219649749101
120,4.086330935251798,6.986667414230688
121,4.187050359712231,8.214940277420947
122,4.287769784172662,9.532027161022608
123,4.388489208633093,10.94435003401183
124,4.489208633093526,12.458795225443737
125,4.589928057553957,14.08274700142594
126,4.690647482014388,15.824123569977964
127,4.7913669064748206,17.691415689331702
128,4.892086330935252,19.693728067922937
129,4.992805755395683,21.840823757935993
130,5.093525179856115,24.143171758858912
131,5.194244604316546,26.611998063158985
132,5.2949640287769775,29.2593403929722
133,5.39568345323741,32.09810689469574
134,5.496402877697841,35.14213907767225
135,5.597122302158272,38.4062793038483
136,5.697841726618705,41.906443157478314
137,5.798561151079136,45.65969704774085
138,5.899280575539569,49.684341422649695
139,6.0,54.0
