,num_inputs,run_time
0,1.0,9.993356478239253
1,1000101.0099009901,109.1721779263486
2,2000201.0198019801,115.21393601161454
3,3000301.0297029703,118.00416393424449
4,4000401.0396039602,120.58735889004356
5,5000501.049504951,120.9072596802906
6,6000601.059405941,122.4757353711705
7,7000701.0693069305,122.90801114418939
8,8000801.0792079205,124.65882233490312
9,9000901.08910891,126.55203390712275
10,10001001.099009901,126.43227997740648
11,11001101.10891089,126.16957146444702
12,12001201.118811881,127.67882632908635
13,13001301.12871287,128.03220751061588
14,14001401.138613861,127.9607253542358
15,15001501.14851485,128.99200419731486
16,16001601.158415841,130.0697151619471
17,17001701.16831683,129.55565862064296
18,18001801.17821782,129.8235346934168
19,19001901.18811881,131.5980771298659
20,20002001.198019803,131.7618764009659
21,21002101.20792079,130.45043773007643
22,22002201.21782178,132.58146977971992
23,23002301.22772277,131.22587260149544
24,24002401.237623762,132.9862026071741
25,25002501.247524753,133.2770857127305
26,26002601.25742574,133.98202737241198
27,27002701.26732673,133.48043562109308
28,28002801.277227722,134.00597109108944
29,29002901.287128713,133.95785728964572
30,30003001.2970297,135.05191214520593
31,31003101.30693069,133.75518020181522
32,32003201.316831682,134.17436966269744
33,33003301.326732673,134.70717993845756
34,34003401.33663366,135.46749123545874
35,35003501.346534654,135.44236347378995
36,36003601.35643564,136.28409399545683
37,37003701.36633663,136.83554661919337
38,38003801.37623762,134.6732259057065
39,39003901.38613861,135.83758663093812
40,40004001.396039605,137.08430680020155
41,41004101.40594059,135.41474096298467
42,42004201.41584158,136.79619580714908
43,43004301.425742574,136.10470702350318
44,44004401.43564356,137.72542311843443
45,45004501.445544556,137.79982217636072
46,46004601.45544554,136.57084992472807
47,47004701.46534653,137.34033459828694
48,48004801.475247525,138.51133650753587
49,49004901.48514851,138.93217053976986
50,50005001.49504951,138.68779146669354
51,51005101.50495049,137.57109235579688
52,52005201.51485148,138.63556964647057
53,53005301.524752475,138.03285732980197
54,54005401.53465346,138.28975384405211
55,55005501.54455445,139.80110901747884
56,56005601.554455444,139.5439824998336
57,57005701.56435643,138.1980912672997
58,58005801.574257426,137.4172878790308
59,59005901.58415841,138.8866557613678
60,60006001.5940594,139.2692443986575
61,61006101.603960395,139.26588707410005
62,62006201.61386138,139.7301618459641
63,63006301.62376238,139.07615524988216
64,64006401.633663364,139.99695335620586
65,65006501.64356435,140.09228160744328
66,66006601.653465346,139.13815098889918
67,67006701.66336633,140.35501501308553
68,68006801.67326732,139.72813583478742
69,69006901.6831683,140.460850858373
70,70007001.69306931,138.66265601070805
71,71007101.7029703,140.5471774732997
72,72007201.71287128,141.88456149419213
73,73007301.72277227,139.8566872244424
74,74007401.73267326,140.31494801851332
75,75007501.74257426,142.4686211622783
76,76007601.75247525,141.45439630061787
77,77007701.76237623,141.03661721109893
78,78007801.77227722,139.81752880690414
79,79007901.78217821,141.00067088133048
80,80008001.79207921,141.17396028153365
81,81008101.8019802,141.69489907564764
82,82008201.81188118,140.87813811839922
83,83008301.82178217,141.5404161457391
84,84008401.83168316,141.7240738957574
85,85008501.84158416,141.1204354073354
86,86008601.85148515,142.88177540589757
87,87008701.86138614,142.3523238406703
88,88008801.87128712,142.421038622957
89,89008901.88118811,141.93264489309772
90,90009001.89108911,142.1188942036857
91,91009101.9009901,141.07268800284123
92,92009201.91089109,142.34059463531818
93,93009301.92079207,142.36193151971548
94,94009401.93069306,142.41814168456202
95,95009501.94059406,142.96861563411235
96,96009601.95049505,141.31757589421153
97,97009701.96039604,142.59604372399116
98,98009801.97029702,142.87041992586578
99,99009901.98019801,142.49218000580618
100,100010001.99009901,143.1951217952856
101,101010102.0,142.27410233364634
102,102010202.00990099,141.93269372663968
103,103010302.01980197,143.17744081438656
104,104010402.02970296,141.94501380481734
105,105010502.03960396,142.10587826224997
106,106010602.04950495,143.48085709687393
107,107010702.05940594,144.40160742786725
108,108010802.06930692,142.71323833519472
109,109010902.07920791,143.25225389734442
110,110011002.0891089,144.14482349499528
111,111011102.0990099,145.6906044016496
112,112011202.10891089,143.65321733485004
113,113011302.11881188,143.6378067526872
114,114011402.12871286,142.85503622622159
115,115011502.13861385,144.08147025851852
116,116011602.14851485,144.50594095814415
117,117011702.15841584,143.87832247918638
118,118011802.16831683,145.24971225170265
119,119011902.17821781,144.58725349297077
120,120012002.1881188,143.73933159253386
121,121012102.1980198,144.02401443880808
122,122012202.20792079,145.38967165852705
123,123012302.21782178,146.4601089342953
124,124012402.22772276,143.60656318323208
125,125012502.23762375,145.17522833441936
126,126012602.24752475,144.64024182380675
127,127012702.25742574,144.41512138224695
128,128012802.26732673,143.17311675534876
129,129012902.27722771,145.83549290290009
130,130013002.2871287,144.56211696763722
131,131013102.2970297,144.973802433973
132,132013202.30693069,144.9289450578513
133,133013302.31683168,144.9433526309608
134,134013402.32673267,145.69077452828077
135,135013502.33663365,145.42445357891475
136,136013602.34653464,145.69767535259507
137,137013702.35643563,144.8993712082603
138,138013802.3663366,146.08034179202986
139,139013902.37623763,143.8308767521834
140,140014002.38613862,145.51780449032597
141,141014102.3960396,145.07749047806738
142,142014202.4059406,146.4527446370524
143,143014302.41584158,146.24695315036578
144,144014402.42574257,147.24472050315617
145,145014502.43564355,146.0981087824655
146,146014602.44554454,144.9238781806111
147,147014702.45544553,145.5575198110536
148,148014802.46534652,146.7537897627447
149,149014902.47524753,144.81277338642786
150,150015002.48514852,146.33557754022735
151,151015102.4950495,146.09650855780572
152,152015202.5049505,146.07828017384432
153,153015302.51485148,145.75903745499724
154,154015402.52475247,146.0617218517963
155,155015502.53465346,146.3954200620104
156,156015602.54455444,146.08098666199103
157,157015702.55445543,147.7045229681754
158,158015802.56435642,145.39864979580938
159,159015902.57425743,145.82442795418413
160,160016002.58415842,145.99520231820065
161,161016102.5940594,146.15596703002748
162,162016202.6039604,145.24523735874297
163,163016302.61386138,146.25034534720174
164,164016402.62376237,146.0309137204613
165,165016502.63366336,146.6941147784895
166,166016602.64356434,147.9080822651642
167,167016702.65346533,146.639162982982
168,168016802.66336632,146.6192218309381
169,169016902.67326733,145.8633148732485
170,170017002.68316832,146.35175822172468
171,171017102.6930693,146.89809064827259
172,172017202.7029703,145.65677618137252
173,173017302.71287128,146.17503284837542
174,174017402.72277227,146.29266971860545
175,175017502.73267326,147.53211994724361
176,176017602.74257424,147.56928570827202
177,177017702.75247523,147.60675072561804
178,178017802.76237622,147.75072721236063
179,179017902.7722772,146.72406479932266
180,180018002.78217822,146.92127264773114
181,181018102.7920792,146.71936327660217
182,182018202.8019802,147.183024941336
183,183018302.81188118,148.01487637702863
184,184018402.82178217,146.87744962174827
185,185018502.83168316,148.67758749574526
186,186018602.84158415,146.9618993244252
187,187018702.85148513,147.50038080928724
188,188018802.86138612,148.07370560315437
189,189018902.8712871,147.64591193191603
190,190019002.88118812,146.79777693087948
